Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
82	52.51169	1.8880422	54.762928	49.52506	51.933636	1.318301	54.08176	49.624866	1000.0	1000.0	327999	7.3820524	10.680569	46.068733	-38.084053	7.3820744	10.680481	46.052677	-37.80316	-7.4754553	0.034938656	4168.987484931946
83	49.916138	2.7773147	52.87754	45.872913	52.595142	2.320317	55.586987	49.764122	1000.0	1000.0	331999	7.280291	10.6562395	45.945053	-37.862675	7.2803226	10.656089	46.10048	-37.5234	-7.348985	0.035210077	4219.213080406189
84	51.52288	0.87749934	52.756935	50.378403	52.33379	1.3022211	54.257515	50.141644	1000.0	1000.0	335999	7.1969676	10.577115	46.064434	-37.857174	7.196995	10.576845	46.157234	-38.21526	-7.295387	0.036684204	4267.648709774017
85	50.037643	1.680751	52.01279	48.103413	56.152996	5.143418	63.279934	49.35645	1000.0	1000.0	339999	7.113881	10.541498	46.34673	-36.49499	7.1139345	10.541459	46.359028	-36.836395	-7.1984057	0.03808383	4313.925014734268
86	53.6453	2.8785372	58.438217	51.157726	65.215126	3.1919343	68.20669	56.093178	1000.0	1000.0	343999	7.0636992	10.479828	45.945446	-40.743595	7.063727	10.4798565	46.175205	-40.19793	-7.117879	0.03774791	4360.2795333862305
87	56.496567	1.754618	58.36185	53.68021	59.614758	5.162847	66.29427	54.820515	1000.0	1000.0	347999	6.979733	10.436946	45.828648	-42.045082	6.979779	10.436953	45.925335	-44.23664	-7.0368176	0.037000474	4410.282548666
88	55.850845	1.4189068	57.412495	54.15124	53.232018	5.403759	58.149834	39.702168	1000.0	1000.0	351999	6.8665195	10.394156	45.463074	-43.401978	6.866568	10.394094	45.65252	-42.5899	-6.9372196	0.036166947	4458.559117078781
89	53.49933	2.4490926	56.024532	49.774193	53.703075	7.36089	58.669262	38.58847	1000.0	1000.0	355999	6.8010144	10.26913	45.322956	-40.56342	6.8010406	10.269039	45.486633	-40.778286	-6.8748846	0.035173908	4511.753103017807
90	56.140106	0.7950496	56.723885	54.770786	52.528553	5.065834	57.37997	41.719856	1000.0	1000.0	359999	6.6761937	10.232967	45.398384	-37.827282	6.676216	10.232872	45.43418	-38.165184	-6.749551	0.037277002	4563.627619504929
91	56.490387	2.0369742	59.379814	53.618435	54.196503	3.281985	56.22308	44.4714	1000.0	1000.0	363999	6.5379696	10.242809	45.640617	-41.878822	6.5379786	10.242742	45.61834	-42.183865	-6.6359787	0.038271252	4612.902112483978
92	54.51165	1.9662495	56.604248	51.996742	56.12095	2.7371886	61.05789	52.94578	1000.0	1000.0	367999	6.3213215	10.26026	45.514137	-44.52375	6.321356	10.260097	45.534184	-44.814705	-6.4033504	0.039150458	4658.000787496567
93	51.887005	3.7261481	56.68839	46.403687	51.956085	3.006889	56.89883	47.608646	1000.0	1000.0	371999	6.1205893	10.284466	45.177395	-44.571083	6.12059	10.28436	45.365765	-44.58529	-6.198493	0.039785102	4705.139144420624
94	49.445366	3.5662494	53.41599	45.62662	57.022503	7.9927917	65.41799	45.687443	1000.0	1000.0	375999	6.0544825	10.271024	45.172176	-44.744377	6.054516	10.270988	45.069927	-42.657322	-6.15123	0.040432937	4751.759636640549
95	44.38668	1.8913529	47.501194	42.65878	48.038155	1.145961	49.40243	45.952126	1000.0	1000.0	379999	5.906252	10.243464	44.590893	-38.93394	5.9062967	10.243393	44.628517	-38.90669	-5.99068	0.03967861	4799.086577177048
96	52.76126	9.328882	68.80969	46.24257	51.306103	1.298853	53.623302	49.62485	1000.0	1000.0	383999	5.709856	10.162515	44.4756	-34.07076	5.709872	10.162347	44.541283	-34.403076	-5.7880874	0.03986978	4849.719360113144
97	49.02697	1.93836	50.65718	45.720554	56.21222	5.1678243	63.95924	50.963524	1000.0	1000.0	387999	5.538853	10.091754	43.700592	-30.345587	5.5388646	10.091792	43.79351	-30.474442	-5.5938897	0.04085468	4899.475097894669
98	51.674736	1.1122409	52.90465	50.519253	54.534058	2.7103367	60.70555	50.137	1000.0	1000.0	391999	5.329226	9.983822	43.594795	-29.005505	5.32923	9.98383	43.627445	-28.643753	-5.378477	0.039302055	4949.984157562256
99	57.7814	6.4203753	65.26932	50.961357	54.52836	4.120984	63.043785	51.17094	1000.0	1000.0	395999	5.1710196	9.946476	43.722836	-29.042421	5.1710377	9.946471	43.61728	-28.485094	-5.2498093	0.039529406	4997.907989740372
100	53.34429	0.9469813	54.448814	51.847424	58.042774	7.0702844	68.424194	49.205883	1000.0	1000.0	399999	4.9413133	10.007095	43.89798	-28.381025	4.9413323	10.007182	43.84018	-28.89831	-5.0300655	0.042179517	5042.661400794983
101	64.56648	2.5661538	67.185684	60.809856	71.79002	2.3295953	75.58797	67.9676	1000.0	1000.0	403999	4.8179245	10.064287	44.116364	-27.440615	4.8179383	10.064318	44.130173	-28.374023	-4.923058	0.04487285	5083.374604463577
102	68.10642	5.9956346	77.02882	61.542076	63.81957	5.292412	69.883095	51.93566	1000.0	1000.0	407999	4.633288	10.023817	44.112484	-26.82791	4.633273	10.024054	44.044445	-26.833632	-4.737709	0.052385744	5128.762216806412
103	55.309383	1.7882738	58.33984	53.871597	55.935608	5.837599	62.05165	45.15621	1000.0	1000.0	411999	4.315779	9.970173	43.149006	-22.950989	4.315791	9.970423	43.37624	-23.120974	-4.4477997	0.05446569	5172.488850355148
104	55.759182	5.438752	63.40478	48.499287	53.219105	0.90929425	54.867558	51.73186	1000.0	1000.0	415999	4.238128	9.910923	43.073692	-18.29707	4.2382092	9.911051	43.054718	-18.858282	-4.337502	0.054296043	5216.663607597351
105	58.849922	14.55751	82.28086	42.44313	69.49945	3.7371175	75.880135	64.8684	1000.0	1000.0	419999	4.0451	9.8907175	42.79937	-16.417288	4.045069	9.890681	42.88337	-16.741041	-4.13149	0.050715882	5259.048737287521
106	81.782326	13.261937	101.52868	67.11567	86.569885	8.616739	98.97239	68.7206	1000.0	1000.0	423999	4.005722	9.7827	42.552773	-16.167568	4.005723	9.782564	42.523037	-16.673449	-4.097066	0.044965025	5298.339667081833
107	61.590412	8.277617	73.34525	51.00822	46.994087	0.9142644	48.90673	45.249474	1000.0	1000.0	427999	3.918575	9.600349	41.8507	-13.907448	3.9185507	9.600357	41.788326	-15.0053425	-3.9660645	0.041479304	5347.557675600052
108	47.31353	4.6878405	53.334507	41.39815	42.436897	1.4705019	44.957253	40.282875	1000.0	1000.0	431999	3.819694	9.529472	41.832138	-13.90365	3.8196669	9.529432	41.70079	-15.183958	-3.8853984	0.041473664	5388.284739494324
109	40.834232	1.2098044	42.723537	39.35066	42.833942	1.1279169	44.942265	41.09989	1000.0	1000.0	435999	3.72817	9.657955	42.03783	-14.431883	3.728218	9.658019	41.869995	-14.861159	-3.7724214	0.043411843	5433.482842206955
